# Run,V_Traumatic,Time,V,Similarity
2.000000000000000000e+00,5.000000000000000000e+00,1.320017499999999927e+04,1.598587324309750146e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.380030800000000090e+04,1.573933359189202186e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.440021099999999933e+04,9.119427371478667776e-01,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,1.500062299999999959e+04,1.729356431747331557e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.560020600000000013e+04,5.021445659230141523e-01,5.999999999999999778e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.620018800000000010e+04,5.021445659230141523e-01,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.680036000000000058e+04,1.119679817734470229e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.740029999999999927e+04,1.677792836676711863e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.800023199999999997e+04,1.457495990701607624e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.860035199999999895e+04,5.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.920041999999999825e+04,1.260887736683263372e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.980013300000000163e+04,1.260887736683263372e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.040018400000000111e+04,5.000000000000000000e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.100022000000000116e+04,1.677792836676711863e+00,5.999999999999999778e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.160019099999999889e+04,1.555460855355847105e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.220016999999999825e+04,1.108571699167016478e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.280022300000000178e+04,1.729356431747331557e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,2.340025400000000081e+04,5.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.400011999999999898e+04,1.988087067755957893e+00,8.000000000000000444e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.460025999999999840e+04,1.160275043990985244e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.520013699999999881e+04,1.573933359189202186e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.580042799999999988e+04,1.457495990701607624e+00,5.999999999999999778e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.640029999999999927e+04,1.846279133728550681e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.700010699999999997e+04,1.677792836676711863e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.760014500000000044e+04,7.639986726055376653e-01,5.999999999999999778e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.820012299999999959e+04,1.573933359189202186e+00,5.999999999999999778e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.880019299999999930e+04,1.260887736683263372e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,2.940049799999999959e+04,1.015739519445550965e-01,5.999999999999999778e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.000012900000000081e+04,7.608484681179144005e-01,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.060029999999999927e+04,5.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,3.120016200000000026e+04,1.534975463601366830e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.180021900000000096e+04,1.457495990701607624e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.240026800000000003e+04,5.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.300030500000000029e+04,1.457495990701607624e+00,5.999999999999999778e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.360023399999999674e+04,1.048328467300935873e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,3.420018000000000029e+04,1.048328467300935873e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.480016799999999785e+04,1.160275043990985244e+00,5.999999999999999778e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.540019999999999709e+04,9.765397985529409297e-01,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.600026600000000326e+04,1.774316502627720782e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.660010500000000320e+04,5.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.720020700000000215e+04,1.629778447469533598e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.780029699999999866e+04,1.264780114870216909e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.840018400000000111e+04,5.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.900015200000000186e+04,1.018075616482577939e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,3.960019000000000233e+04,1.534975463601366830e+00,4.000000000000000222e-01
2.000000000000000000e+00,5.000000000000000000e+00,4.020015200000000186e+04,1.018075616482577939e+00,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,2.400344000000000051e+03,1.658992002658604026e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.000898000000000138e+03,4.283082587812847564e-03,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.600476999999999862e+03,1.631297697196896435e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,4.200550000000000182e+03,9.465801100671500379e-02,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,4.800117000000000189e+03,1.892040483786438632e+00,8.000000000000000444e-01
3.000000000000000000e+00,5.000000000000000000e+00,5.400225999999999658e+03,1.631297697196896435e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,6.000462000000000444e+03,4.283082587812847564e-03,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,6.600198999999999614e+03,7.272899388596989478e-01,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,7.200399000000000342e+03,1.658992002658604026e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,7.800180000000000291e+03,1.227445473328231618e+00,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,8.400209999999999127e+03,1.204011955695683644e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,9.000325000000000728e+03,1.892040483786438632e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,9.600210999999999331e+03,1.204011955695683644e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.020011499999999978e+04,1.399438306860278702e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.080014199999999983e+04,1.273135402730475541e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.140035900000000038e+04,7.067581965404523547e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,1.200078399999999965e+04,1.273135402730475541e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,1.260021299999999974e+04,1.273135402730475541e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.320022099999999955e+04,1.859008605449404383e+00,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.380015999999999985e+04,1.399438306860278702e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,1.440017000000000007e+04,1.859008605449404383e+00,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.500039799999999923e+04,1.273135402730475541e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,1.560045199999999932e+04,1.658992002658604026e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,1.620020299999999952e+04,1.399438306860278702e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.680027000000000044e+04,1.204011955695683644e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.740017799999999988e+04,8.296785638192549772e-01,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.800020100000000093e+04,1.859008605449404383e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.860036000000000058e+04,5.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,1.920020699999999852e+04,5.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.980014800000000105e+04,5.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.040015000000000146e+04,8.296785638192549772e-01,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.100031799999999930e+04,1.059526936690965870e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,2.160011500000000160e+04,6.129261998434507586e-01,8.000000000000000444e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.220019099999999889e+04,1.175127409807816159e+00,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.280042799999999988e+04,8.296785638192549772e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,2.340013000000000102e+04,5.000000000000000000e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.400018799999999828e+04,5.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,2.460013999999999942e+04,5.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,2.520013699999999881e+04,5.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,2.580013300000000163e+04,1.399438306860278702e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.640013699999999881e+04,1.859008605449404383e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.700018400000000111e+04,5.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,2.760013699999999881e+04,5.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.820024399999999878e+04,5.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.880015599999999904e+04,5.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,2.940036100000000079e+04,1.399438306860278702e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.000017199999999866e+04,1.720305253140014923e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.060015599999999904e+04,5.000000000000000000e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.120024000000000160e+04,5.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.180016400000000067e+04,1.277601961356334748e+00,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.240011999999999898e+04,1.204011955695683644e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.300018000000000029e+04,1.631297697196896435e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.360017599999999948e+04,1.859008605449404383e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.420016999999999825e+04,1.859008605449404383e+00,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.480012999999999738e+04,5.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.540026000000000204e+04,5.000000000000000000e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.600017599999999948e+04,5.000000000000000000e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.660012999999999738e+04,1.399438306860278702e+00,5.999999999999999778e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.720011699999999837e+04,5.000000000000000000e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.780013700000000244e+04,5.000000000000000000e+00,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.840041399999999703e+04,7.272899388596989478e-01,4.000000000000000222e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.900027999999999884e+04,1.204011955695683644e+00,2.000000000000000111e-01
3.000000000000000000e+00,5.000000000000000000e+00,3.960012000000000262e+04,5.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,4.020016399999999703e+04,5.000000000000000000e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,6.011000000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.201099999999999909e+03,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.800144999999999982e+03,1.848152259272338949e+00,5.999999999999999778e-01
4.000000000000000000e+00,5.000000000000000000e+00,2.401099999999999909e+03,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,4.800202000000000226e+03,1.608778922622657204e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,5.400189999999999600e+03,1.608778922622657204e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,6.000194000000000415e+03,1.621895620779184144e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,6.600291000000000167e+03,1.779338443559817629e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,7.200105999999999767e+03,1.839092603131432746e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,7.800154999999999745e+03,1.608778922622657204e+00,5.999999999999999778e-01
4.000000000000000000e+00,5.000000000000000000e+00,8.400338999999999942e+03,1.608778922622657204e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,9.000368000000000393e+03,6.734351323480984863e-01,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,9.600120999999999185e+03,1.779338443559817629e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.020025699999999961e+04,1.621895620779184144e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.080037600000000020e+04,1.779338443559817629e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.140014600000000064e+04,1.459977653536217890e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.200022199999999975e+04,1.779338443559817629e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.260012600000000020e+04,1.779338443559817629e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.320027700000000004e+04,1.608778922622657204e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.380028900000000067e+04,1.608778922622657204e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.440015899999999965e+04,1.608778922622657204e+00,5.999999999999999778e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.500050599999999940e+04,1.459977653536217890e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.560025200000000041e+04,1.459977653536217890e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.620024799999999959e+04,1.779338443559817629e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.680030700000000070e+04,1.543805828952045545e+00,5.999999999999999778e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.740024599999999919e+04,1.848152259272338949e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.800027100000000064e+04,1.608778922622657204e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.860036699999999837e+04,5.000000000000000000e+00,4.000000000000000222e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.920027300000000105e+04,5.000000000000000000e+00,2.000000000000000111e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.980029899999999907e+04,1.608778922622657204e+00,2.000000000000000111e-01
